Filename,XPath,Suspicious Number,Context 
muschba.xml,/ead/archdesc/dsc/c01[4]/c02[58]/c03/did/unittitle, 1939-1940,"[Beaux-Arts Institute of Design, Department of Mural Decoration, program design showing a movie theater lounge. 27th school year 1939-1940]"
muschba.xml,/ead/archdesc/dsc/c01[4]/c02[66]/c03/c04[1]/c05[41]/did/unittitle, 8021-1074,"Subdivision map, property of F.A. Muschenheim, situate Hampton Bays, Long Island, N.Y. [showing a U.S. Geological Survey of Riverhead Quadrangle, a key map, a plat map, a typical layout of well and cesspool, and a plan and sectional elevation of a typical leaching cesspool [with notes] : A 8021-1074 / Theodore F. Squires, Licensed Land Surveyor No. 15683"
muschen.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[8]/c04[3]/did/unittitle, 1928-1960,"<title render=""italic"">Long Island Modern: The First Generation of Modern Architecture on Long Island, 1928-1960</title>,"
musicpub.xml,/ead/archdesc/dsc/c01[1]/c02[6]/c03[8]/did/unittitle, 1987-1997,"<title render=""italic"">Master of Music and Specialist in Music Programs, 1987-1997</title>"
muszool.xml,/ead/archdesc/dsc/c01[4]/c02/did/unittitle, 1837-1939,"Index to Regents Proceedings, 1837-1939, concerning the Museum of Zoology"
nabeelabr.xml,/ead/archdesc/dsc/c01[2]/c02[6]/did/unittitle, 1978-2001,"AAUG (Association of Arab-American University Graduates), 1978-2001(3 folders)"
namepub.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03/did/unittitle, 1881-1981,"<title render=""italic"">Naval Architecture and Marine Engineering at the University of Michigan, 1881-1981</title>,"
netzorgf.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[583]/did/unittitle, 1972-1973,"Metro Detroit Book &amp; Author Society, 1972-19739"
netzorgf.xml,/ead/archdesc/dsc/c01[3]/c02[4]/c03[853]/did/unittitle, 1961-1962,"Stewart, Seumas, 1961-1962"
newcomb.xml,/ead/archdesc/dsc/c01[2]/c02[2]/did/unittitle, 1975-1984,General (alphabetical)  (primarily 1975-1984)
newcomb.xml,/ead/archdesc/dsc/c01[3]/c02[1]/did/unittitle, 1934-1939,Bennington Study  (largely 1934-1939)
newcomb.xml,/ead/archdesc/dsc/c01[3]/c02[4]/did/unittitle, 1953-1957,Group House Project  (primarily 1953-1957)
newcomb.xml,/ead/archdesc/dsc/c01[5]/c02[1]/did/unittitle, 1945-1956,American Psychological Association  (primarily 1945-1956)
newcomb.xml,/ead/archdesc/dsc/c01[5]/c02[1]/c03[4]/did/unittitle, 1945-1955,Divisions  (primarily 1945-1955)
niehuss.xml,/ead/archdesc/dsc/c01[2]/did/unittitle, 1923-1972,"Topical Files, 1923-1972"
nowmich.xml,/ead/archdesc/dsc/c01[1]/c02[9]/did/unittitle, 1977-1978,"ERA Task Force Chair (Judy Skog  Karen Rice, 1977-1978)"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[5]/c03[1]/did/unittitle, 1882-1932,"<title render=""italic"">A Half Century of Nu Sigma Nu: 1882-1932 Volume 1</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[5]/c03[2]/did/unittitle, 1882-1932,"<title render=""italic"">A Half Century of Nu Sigma Nu: 1882-1932 Volume 2</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[6]/c03[3]/did/unittitle, 1910-1911,"<title render=""italic"">Nu Sigma Nu Bulletin, First Chapter Series, 1910-1911</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[6]/c03[4]/did/unittitle, 1911-1912,"<title render=""italic"">Nu Sigma Nu Bulletin, Second Chapter Series, 1911-1912</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[6]/c03[5]/did/unittitle, 1913-1914,"<title render=""italic"">Nu Sigma Nu Bulletin, Fourth Chapter Series, 1913-1914</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[6]/c03[6]/did/unittitle, 1919-1920,"<title render=""italic"">Nu Sigma Nu Bulletin, Tenth Chapter Series, 1919-1920</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[6]/c03[7]/did/unittitle, 1934-1935,"<title render=""italic"">The Nu Sigma Nu Bulletin, 1934-1935</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[6]/c03[9]/did/unittitle, 1946-1947,"<title render=""italic"">The Nu Sigma Nu Bulletin, Thirty-Sixth Chapter Series, 1946-1947</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[4]/did/unittitle, 1915-1916,"<title render=""italic"">Nu Sigma Nu Bulletin (Sixth Chapter Series 1915-1916)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[5]/did/unittitle, 1916-1917,"<title render=""italic"">Nu Sigma Nu Bulletin (Seventh Chapter Series 1916-1917)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[6]/did/unittitle, 1917-1918,"<title render=""italic"">Nu Sigma Nu Bulletin (Eighth Chapter Series 1917-1918)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[7]/did/unittitle, 1918-1919,"<title render=""italic"">Nu Sigma Nu Bulletin (Ninth Chapter Series 1918-1919)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[8]/did/unittitle, 1922-1923,"<title render=""italic"">Nu Sigma Nu Bulletin (Thirteenth Chapter Series 1922-1923)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[9]/did/unittitle, 1923-1924,"<title render=""italic"">Nu Sigma Nu Bulletin (Fourteenth Chapter Series 1923-1924)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[10]/did/unittitle, 1924-1925,"<title render=""italic"">Nu Sigma Nu Bulletin (Fifteenth Chapter Series 1924-1925)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[11]/did/unittitle, 1925-1926,"<title render=""italic"">Nu Sigma Nu Bulletin (Sixteenth Chapter Series 1925-1926)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[12]/did/unittitle, 1926-1927,"<title render=""italic"">Nu Sigma Nu Bulletin (Seventeenth Chapter Series 1926-1927)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[13]/did/unittitle, 1927-1928,"<title render=""italic"">Nu Sigma Nu Bulletin (Eighteenth Chapter Series 1927-1928)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[14]/did/unittitle, 1928-1929,"<title render=""italic"">Nu Sigma Nu Bulletin (Nineteenth Chapter Series 1928-1929)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[15]/did/unittitle, 1929-1930,"<title render=""italic"">Nu Sigma Nu Bulletin (Twentieth Chapter Series 1929-1930)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[16]/did/unittitle, 1930-1931,"<title render=""italic"">Nu Sigma Nu Bulletin (Twenty-First Chapter Series 1930-1931)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[17]/did/unittitle, 1931-1932,"<title render=""italic"">Nu Sigma Nu Bulletin (Twenty-Second Chapter Series 1931-1932)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[18]/did/unittitle, 1932-1933,"<title render=""italic"">Nu Sigma Nu Bulletin (Twenty-Third Chapter Series 1932-1933)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[19]/did/unittitle, 1933-1934,"<title render=""italic"">Nu Sigma Nu Bulletin (Twenty-Fourth Chapter Series 1933-1934)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[20]/did/unittitle, 1934-1935,"<title render=""italic"">Nu Sigma Nu Bulletin (Twenty-Fifth Chapter Series 1934-1935)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[21]/did/unittitle, 1935-1937,"<title render=""italic"">The Nu Sigma Nu Bulletin (Volume XXVI, 1935-1937)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[22]/did/unittitle, 1937-1938,"<title render=""italic"">The Nu Sigma Nu Bulletin (Volume XXVII, 1937-1938)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[23]/did/unittitle, 1940-1941,"<title render=""italic"">The Nu Sigma Nu Bulletin (Volume XXX, 1940-1941)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[24]/did/unittitle, 1941-1942,"<title render=""italic"">The Nu Sigma Nu Bulletin (Volume XXXI, 1941-1942)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[25]/did/unittitle, 1942-1943,"<title render=""italic"">The Nu Sigma Nu Bulletin (Volume XXXII, 1942-1943)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[26]/did/unittitle, 1943-1944,"<title render=""italic"">The Nu Sigma Nu Bulletin (Volume XXXIII, 1943-1944)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[27]/did/unittitle, 1945-1946,"<title render=""italic"">The Nu Sigma Nu Bulletin (Volume XXXV, 1945-1946)</title>"
nsigmana.xml,/ead/archdesc/dsc/c01[8]/c02[7]/c03[28]/did/unittitle, 1947-1948,"<title render=""italic"">The Nu Sigma Nu Bulletin (Volume XXXVII, 1947-1948)</title>"
nursepub.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03/did/unittitle, 1981-1993,"<title render=""italic"">State of the School, 1993 An Era of Tradition 1981-1993</title>,"
nursepub.xml,/ead/archdesc/dsc/c01[3]/c02[3]/c03/did/unittitle, 1891-1966,"<title render=""italic"">Diamond Jubilee of Nursing Education at the University of Michigan, 1891-1966</title>,"
nursing.xml,/ead/archdesc/dsc/c01[8]/c02[1]/did/unittitle, 1981-1993,Committee Records  (bulk 1981-1993)
nursing.xml,/ead/archdesc/dsc/c01[8]/c02[3]/did/unittitle, 1981-1993,Topical Files  (bulk 1981-1993)
obgynum.xml,/ead/archdesc/dsc/c01[4]/c02[1]/did/unittitle, 1901-1942,"Record of Visiting Physicians  (includes Staff Lists, 1901-1942)"
oethrel.xml,/ead/archdesc/dsc/c01[4]/c02[7]/c03[14]/c04[5]/did/unittitle, 1974-1975,"<title render=""italic"">Report of the Coordinating Committee on the 1974-1975 Values Year and Futures Proposal</title>,"
oethrel.xml,/ead/archdesc/dsc/c01[4]/c02[7]/c03[14]/c04[6]/did/unittitle, 1975-1976,"<title render=""italic"">Report of the Coordinating Committee on the 1975-1976 Values Program</title>,"
ofapubs.xml,/ead/archdesc/dsc/c01[2]/c02[6]/did/unittitle, 1985-1996,"Miscellaneous, ca  (bulk dates 1985-1996)"
ofapubs.xml,/ead/archdesc/dsc/c01[7]/c02[2]/did/unittitle, 1974-1976,"<title render=""italic"">Selected Characteristics of Students Receiving Financial Support from the Flint Campus of the University of Michigan, 1974-1976</title>,"
ofapubs.xml,/ead/archdesc/dsc/c01[7]/c02[3]/did/unittitle, 1975-1976,"<title render=""italic"">Selected Characteristics of Students Receiving Financial Support from the University of Michigan Ann Arbor Campus, 1975-1976 Report to the Regents</title>,"
ofarrell.xml,/ead/archdesc/dsc/c01[4]/c02[5]/did/unittitle, 1915-1975,"On Target: an audio magazine with an organizing focus, featuring the segment <title render=""italic"">Rocking the Boat</title> (commentary from three of the women featured in O'Farrell's book <title render=""italic"">Rocking the Boat: Union Women's Voices, 1915-1975</title>),  (audio cassette)"
oiapum.xml,/ead/archdesc/dsc/c01[2]/c02[7]/c03[5]/did/unittitle, 1989-1990,"APEC, 1989-1990-"
oiapum.xml,/ead/archdesc/dsc/c01[2]/c02[13]/c03[2]/did/unittitle, 1988-1992,"Business Program, 1988-1992-"
oiapum.xml,/ead/archdesc/dsc/c01[3]/c02[14]/did/unittitle, 1990-1992,"Executive Committee Visits, 1990-1992(re: internationalism)"
oiapum.xml,/ead/archdesc/dsc/c01[3]/c02[46]/c03[4]/did/unittitle, 1990-1992,"Executive Committee Meeting, 1990-1992"
olsonwc.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[2]/did/unittitle, 1892-1930,"Historical Summary, 1892-1930 and proceedings"
ophthal.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[1]/c04[10]/did/unittitle, 1971-1986,1971-1986)
ophthalp.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03/did/unittitle, 1872-1999,"<title render=""italic"">A Heritage of Excellence: The Department of Ophthalmology and Visual Sciences at The University of Michigan, 1872-1999</title>, [ca. 2000]"
ophthalp.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03/did/unittitle, 1872-1997,"<title render=""italic"">Symphonic Visions</title> <title render=""italic"">A Gala Musical Celebration honoring the 125 anniversary of the University of Michigan Department of Ophthalmology, 1872-1997</title>,"
ophthalp.xml,/ead/archdesc/dsc/c01[2]/c02/c03[2]/c04[3]/did/unittitle, 1985-1995,"<title render=""italic"">University of Michigan W.K. Kellogg Eye Center Tenth Anniversary: 1985-1995</title>,"
ophthalp.xml,/ead/archdesc/dsc/c01[2]/c02/c03[5]/c04/did/unittitle, 1985-1990,"<title render=""italic"">The University of Michigan W.K. Kellogg Eye Center: A Five Year Report, 1985-1990</title>,"
orderksd.xml,/ead/archdesc/dsc/c01[8]/c02[6]/did/unittitle, 1970-1986,"<title render=""italic"">History of the International Order of The King's Daughters and Sons</title> (various editions),  (Vol. IV, 1970-1986)"
orgtrop.xml,/ead/archdesc/dsc/c01[12]/c02[6]/did/unittitle, 19581962,"Meeting Notes, 195819621963"
osborncs.xml,/ead/archdesc/dsc/c01[10]/c02[3]/c03[2]/did/unittitle, 1923-1924,"Michigan article written for <title render=""italic"">National Geographic Magazine</title>, 1923-1924"
osbornst.xml,/ead/archdesc/dsc/c01[21]/c02[3]/c03[13]/did/unittitle, 19727374,"Daybook, 19727374"
ovpr.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/did/unittitle, 1964-1972,Reference  (primarily 1964-1972)
ovpr.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/c04/c05[13]/did/unittitle, 1966-1967,"Willow Run Laboratories, general  (primarily 1966-1967)"
ovpr.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[2]/c04/c05[14]/c06/did/unittitle, 1964-1975,[see also A. Geoffrey Norman series reference  (primarily 1964-1975) (boxes 3-11)]
ovpr.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[3]/c04/did/unittitle, 1974-1976,"Council on Federal Relations (including Task Force on Accountability, 1974-1976)"
ovpr.xml,/ead/archdesc/dsc/c01[2]/c02[4]/c03[2]/c04[19]/did/unittitle, 1980-1983,"Babbage (Charles Babbage Institute, 1980-1983)"
ovpr.xml,/ead/archdesc/dsc/c01[4]/c02/did/unittitle, 1982-1984,Topical File  (primarily 1982-1984)
ovpr.xml,/ead/archdesc/dsc/c01[12]/c02[5]/c03[1]/c04[11]/did/unittitle, 1988-1992,Documents Distributed--FY 1988-1992
ovpr.xml,/ead/archdesc/dsc/c01[12]/c02[5]/c03[1]/c04[12]/did/unittitle, 1993-1998,Documents Distributed--FY 1993-1998
ovpr.xml,/ead/archdesc/dsc/c01[12]/c02[5]/c03[1]/c04[13]/did/unittitle, 1999-2000,Documents Distributed--FY 1999-2000
ovpr.xml,/ead/archdesc/dsc/c01[14]/c02[1]/c03[21]/c04[7]/did/unittitle, 1992-1996,"""Ar-Ar (Dating Irradiation) Usage at FNR (for the period 1992-1996)"""
owennorm.xml,/ead/archdesc/dsc/c01[1]/c02[36]/did/unittitle, 1967-1971,"Warner, James H. Marine pilot; P.O.W., 1967-1971."
parsonsj.xml,/ead/archdesc/dsc/c01[2]/did/unittitle, 1966-2005,"Correspondence, 1966-2005"
parsonsj.xml,/ead/archdesc/dsc/c01[8]/c02[1]/c03[2]/did/unittitle, 1969-1965,Chalco 1969-1965 flight  survey
parsonsj.xml,/ead/archdesc/dsc/c01[8]/c02[1]/c03[4]/did/unittitle, 1972-1971,Chalco-Xochimilco 1972-1971 flight and  survey
penncent.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[3]/did/unittitle, 1846-1946,"<title render=""italic"">Centennial History of the Pennsylvania Railroad Company, 1846-1946</title> by George H. Burgess and Miles C. Kennedy,"
penningt.xml,/ead/archdesc/dsc/c01[3]/c02[5]/did/unittitle, 1847-1884,"The Reverend John Andrew Wilson, D.D., (1810-1885), VI Rector of St. Luke's Episcopal Church, Ypsilanti, Michigan, 1847-1884"
penningt.xml,/ead/archdesc/dsc/c01[3]/c02[6]/did/unittitle, 1840-1846,"The Reverend Henry P. Powers, (1805-1865), V Rector of St. Luke's Church, Ypsilanti, Michigan, 1840-1846"
penningt.xml,/ead/archdesc/dsc/c01[3]/c02[12]/did/unittitle, 1896-1914,"The Reverend William Hothersall Gardam, DCL, DD, (1851-1914), Eleventh Rector of Historic Saint Luke's Episcopal Church, Ypsilanti, Michigan, 1896-1914."
peopubs.xml,/ead/archdesc/dsc/c01/c02[1]/c03[5]/c04[1]/did/unittitle, 1974-1978,"<title render=""italic"">Conferences, 1974-1978</title>"
peopubs.xml,/ead/archdesc/dsc/c01/c02[1]/c03[5]/c04[2]/did/unittitle, 1990-1992,"<title render=""italic"">Conferences, 1990-1992</title>"
pepinge.xml,/ead/archdesc/dsc/c01/c02[1]/did/unittitle, 1918-1919,"Transcript of diary, 1918-1919 and military papers"
personel.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[16]/did/unittitle, 1979-1980,(includes 1979-1980)
personel.xml,/ead/archdesc/dsc/c01[5]/c02[2]/c03[12]/did/unittitle, 1980-1985,Faculty Personnel Policy (Review 1980-1985)
peterell.xml,/ead/archdesc/dsc/c01[2]/c02[25]/did/unittitle, 1971-1978,"Speeches, undated, 1971-19783"
pharmpub.xml,/ead/archdesc/dsc/c01[1]/c02[12]/c03[2]/did/unittitle, 1996-1997,"<title render=""italic"">Honor Roll of Donors, 1996-1997</title>,"
phoenix.xml,/ead/archdesc/dsc/c01[2]/c02[6]/c03[7]/c04[8]/did/unittitle, 1949-1951,"Region VIII, 1949-1951"
physicsp.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03/did/unittitle, 1907-1980,"<title render=""italic"">Sir Gordon Birms Black McIvor Sutherland, 1907-1980</title>,"
physicsp.xml,/ead/archdesc/dsc/c01[1]/c02[8]/c03[1]/did/unittitle, 1843-1975,"<title render=""italic"">On the History of Physics at Michigan: The Department of Physics, 1843-1975</title> by Charles Meyer et al. includes <title render=""italic"">Nuclear Physics at Michigan</title> by William C. Parkinson,"
pillsbwp.xml,/ead/archdesc/dsc/c01/c02[7]/did/unittitle, 1879-1945,Clarence Stone Yoakum. 1879-1945.
pillsbwp.xml,/ead/archdesc/dsc/c01/c02[12]/did/unittitle, 1873-1940,Edouard Claparede. 1873-1940.
pillsbwp.xml,/ead/archdesc/dsc/c01/c02[16]/did/unittitle, 1873-1954,Harvey A. Carr: 1873-1954.
pillsbwp.xml,/ead/archdesc/dsc/c01/c02[17]/did/unittitle, 1860-1944,James McKeen Cattell 1860-1944.
pillsbwp.xml,/ead/archdesc/dsc/c01/c02[18]/did/unittitle, 1859-1952,John Dewey 1859-1952.
pillsbwp.xml,/ead/archdesc/dsc/c01/c02[19]/did/unittitle, 1863-1944,Joseph Jastrow 1863-1944.
plampun.xml,/ead/archdesc/dsc/c01[2]/c02[4]/did/unittitle, 1972-1973,"Rainbow lawsuit, 1972-1973"
plampun.xml,/ead/archdesc/dsc/c01[3]/did/unittitle, 1945-1975,"<title render=""italic"">The Outlaw Papers, 1945-1975</title>"
pollockj.xml,/ead/archdesc/dsc/c01[1]/c02[2]/did/unittitle, 1921-1935,(mainly 1921-1935)
pollockj.xml,/ead/archdesc/dsc/c01[1]/c02[3]/did/unittitle, 1936-1939,(mainly 1936-1939)
pollockj.xml,/ead/archdesc/dsc/c01[1]/c02[3]/c03[45]/did/unittitle, 1936-1939,"Ma, 1936-1939."
pollockj.xml,/ead/archdesc/dsc/c01[1]/c02[3]/c03[55]/did/unittitle, 1931-1932,"National Municipal League, 1931-1932,1934"
pollockj.xml,/ead/archdesc/dsc/c01[1]/c02[4]/did/unittitle, 1940-1945,(mainly 1940-1945)
pollockj.xml,/ead/archdesc/dsc/c01[1]/c02[5]/did/unittitle, 1946-1960,(mainly 1946-1960)
pollockj.xml,/ead/archdesc/dsc/c01[1]/c02[6]/did/unittitle, 1946-1965,(mainly 1946-1965)
pollockj.xml,/ead/archdesc/dsc/c01[1]/c02[7]/did/unittitle, 1966-1968,(mainly 1966-1968)
postum.xml,/ead/archdesc/dsc/c01[2]/c02[9]/did/unittitle, 1923-1924,"Analytical exhibit of cumulative costs of operating fuel cars, 1923-1924"
pottsr.xml,/ead/archdesc/dsc/c01[3]/c02[1]/c03[1]/c04[26]/did/unittitle, 1982-1983,District Gender and Ethnic Equity Assessment 1982-1983 School Year: A Progress Report on the Implementation of the 1981-82 Assessment
ppldet.xml,/ead/archdesc/dsc/c01[2]/c02[5]/did/unittitle, 1960-1961,"Annual Meetings, 1960-1961,1963 )"
ppldet.xml,/ead/archdesc/dsc/c01[3]/c02[7]/did/unittitle, 1965-1974,"Nominating Committee, 1965-1974"
praygr.xml,/ead/archdesc/dsc/c01[1]/c02[6]/did/unittitle, 1896-1897,"<title render=""italic"">Calendar of the University of Michigan for 1896-1897</title>"
prisoncr.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[20]/c04[2]/did/unittitle, 2006-2007,"<title render=""italic"">An anthology of poems by the Hibiscus Soldiers, 2006-2007</title> The Hibiscus Soldiers,"
prisoncr.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[22]/c04[1]/did/unittitle, 2003-2004,"<title render=""italic"">Crazy quilt: an anthology, 2003-2004 Creative Writing Workshop, 2004</title>"
prisoncr.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[23]/c04[1]/did/unittitle, 1998-2004,"<title render=""italic"">A collection of poems, 1998-2004</title> Ann Arbor:  Prison Creative Arts Project, (2004 ?)"
prisoncr.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[8]/c04[5]/did/unittitle, 2007-2008,"<title render=""italic"">Beata Workshop Collective Beata Workshop, 2007-2008</title>"
provost.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[31]/did/unittitle, 1934-1937,"Legislature, 1934-1937"
provost.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[32]/did/unittitle, 1939-1942,"Legislature, 1939-1942"
provost.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[48]/did/unittitle, 1939-1944,"Residence Halls, 1939-1944"
provost.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[49]/did/unittitle, 1939-1941,"Residence Halls (director's reports), 1939-1941"
provost.xml,/ead/archdesc/dsc/c01[1]/c02[7]/c03[68]/did/unittitle, 1949-1950,"Presidents Report, 1949-1950"
provost.xml,/ead/archdesc/dsc/c01[2]/did/unittitle, 1943-1945,"World War II University Programs, 1943-1945"
pythsis.xml,/ead/archdesc/dsc/c01/c02[2]/did/unittitle, 1903-1915,Roll of officers  (Rathbone Sisters 1903-1915)
quezon.xml,/ead/archdesc/dsc/c01[1]/did/unittitle, 1909-1944,"General Correspondence, 1909-1944"
raabfam.xml,/ead/archdesc/dsc/c01[6]/c02[2]/did/unittitle, 1840-1904,"Frances Mills Pomeroy (Mrs. Henry Martyn, 1840-1904)"
rackhamg.xml,/ead/archdesc/dsc/c01[1]/c02[6]/did/unittitle, 1975-1985,(bulk 1975-1985)
rackhamg.xml,/ead/archdesc/dsc/c01[1]/c02[8]/did/unittitle, 1975-1991,(bulk 1975-1991)
rackhamg.xml,/ead/archdesc/dsc/c01[1]/c02[10]/c03[67]/did/unittitle, 1985-1995,"<title render=""italic"">Overview of Rackham, 1985-1995</title>"
rackhamg.xml,/ead/archdesc/dsc/c01[8]/c02[1]/c03[17]/c04[5]/c05[3]/did/unittitle, 1953-1964,"Graduate Degrees (by department and student), 1953-1964)"
rackhamg.xml,/ead/archdesc/dsc/c01[16]/c02[2]/c03[113]/c04[4]/did/unittitle, 2001-2002,Block Grant 2001-2002 1-5-2001
